"2021-01-02 00:00","5680.0","1136.0","126.22","10024.6","0.00568"
"2021-01-03 00:00","10530.0","2106.0","234.0","10562.64","0.01053"
"2021-01-04 00:00","9821.0","1964.2","218.24","10516.55","0.009821"
"2021-01-05 00:00","9761.0","1952.2","216.91","10532.38","0.009761"
"2021-01-06 00:00","9970.0","1994.0","221.55","10532.38","0.00997"
"2021-01-07 00:00","10420.0","2084.0","231.55","10532.38","0.01042"
"2021-01-08 00:00","9744.0","1948.8","216.53","10527.1","0.009744"
"2021-01-09 00:00","9740.0","1948.0","216.44","10527.1","0.00974"
"2021-01-10 00:00","10180.0","2036.0","226.22","10527.1","0.01018"
"2021-01-11 00:00","9820.0","1964.0","218.22","10520.69","0.00982"
"2021-01-12 00:00","8833.0","1766.6","196.29","10558.89","0.008833"
"2021-01-13 00:00","8081.0","1616.2","179.58","10546.02","0.008081"
"2021-01-14 00:00","8674.0","1734.8","192.75","10546.02","0.008674"
"2021-01-15 00:00","9391.0","1878.2","208.69","10546.18","0.009391"
"2021-01-16 00:00","9352.0","1870.4","207.82","10548.02","0.009352"
"2021-01-17 00:00","9237.0","1847.4","205.26","10543.72","0.009237"
"2021-01-18 00:00","9099.0","1819.8","202.2","10536.91","0.009099"
"2021-01-19 00:00","9178.0","1835.6","203.95","10537.7","0.009178"
"2021-01-20 00:00","9043.0","1808.6","200.95","10536.03","0.009043"
"2021-01-21 00:00","9049.0","1809.8","201.09","10536.03","0.009049"
"2021-01-22 00:00","8158.0","1631.6","181.29","10536.03","0.008158"
"2021-01-23 00:00","8507.0","1701.4","189.04","10535.3","0.008507"
"2021-01-24 00:00","8578.0","1715.6","190.62","10535.3","0.008578"
"2021-01-25 00:00","8714.0","1742.8","193.64","10544.64","0.008714"
"2021-01-26 00:00","8351.0","1670.2","185.58","10544.64","0.008351"
"2021-01-27 00:00","8247.0","1649.4","183.26","10531.42","0.008247"
"2021-01-28 00:00","7412.0","1482.4","164.71","10531.42","0.007412"
"2021-01-29 00:00","36500.0","7300.0","811.1","21435.96","0.0365"
"2021-01-30 00:00","45910.0","9182.0","1020.21","22785.74","0.04591"
"2021-01-31 00:00","28260.0","5652.0","627.99","21105.4","0.02826"
"2021-02-01 00:00","37000.0","7400.0","822.21","21288.15","0.037"
"2021-02-02 00:00","34820.0","6964.0","773.77","21083.81","0.03482"
"2021-02-03 00:00","31350.0","6270.0","696.66","21084.33","0.03135"
"2021-02-04 00:00","37260.0","7452.0","827.99","21084.33","0.03726"
"2021-02-05 00:00","52910.0","10582.0","1175.77","23178.55","0.05291"
"2021-02-06 00:00","46720.0","9344.0","1038.21","23178.55","0.04672"
"2021-02-07 00:00","57660.0","11532.0","1281.32","23584.52","0.05766"
"2021-02-08 00:00","77920.0","15584.0","1731.54","25185.34","0.07792"
"2021-02-09 00:00","78700.0","15740.0","1748.87","25447.02","0.0787"
"2021-02-10 00:00","70010.0","14002.0","1555.76","25388.47","0.07001"
"2021-02-11 00:00","72550.0","14510.0","1612.21","25369.32","0.07255"
"2021-02-12 00:00","69580.0","13916.0","1546.21","25369.32","0.06958"
"2021-02-13 00:00","69770.0","13954.0","1550.43","25369.32","0.06977"
"2021-02-14 00:00","66240.0","13248.0","1471.99","25369.32","0.06624"
"2021-02-15 00:00","62680.0","12536.0","1392.87","25399.13","0.06268"
"2021-02-16 00:00","56500.0","11300.0","1255.54","25375.87","0.0565"
"2021-02-17 00:00","53480.0","10696.0","1188.43","25330.51","0.05348"
"2021-02-18 00:00","49520.0","9904.0","1100.43","25288.63","0.04952"
"2021-02-19 00:00","58800.0","11760.0","1306.65","25447.09","0.0588"
"2021-02-20 00:00","55030.0","11006.0","1222.88","25427.83","0.05503"
